"id","text","country"
"id05011","And this was in truth the Death of which these bystanders spoke reverently, in low whispers you, sweet Una, gaspingly, with loud cries.","USA"
"id02299","No, Thurber, these ancient places are dreaming gorgeously and overflowing with wonder and terror and escapes from the commonplace, and yet there's not a living soul to understand or profit by them.","GER"
"id04896","The merit suggested is, at best, negative, and appertains to that hobbling criticism which, in letters, would elevate Addison into apotheosis.","USA"
"id20652","As you know, the club wouldn't exhibit it, and the Museum of Fine Arts wouldn't accept it as a gift; and I can add that nobody would buy it, so Pickman had it right in his house till he went.","GER"
"id19116","He wondered how it would look, for it had been left vacant and untended through his neglect since the death of his strange great uncle Christopher thirty years before.","GER"
"id14865","Even to us he assumed gaiety and hope, and assumed them so well, that we did not divine the secret workings of his mind.","CAN"
"id22521","Good God In what desert land have you lived, where no one was kind enough to inform you that these fancies which you have so greedily imbibed are a thousand years old and as musty as they are ancient?","CAN"
"id02997","My opinion of the paragraph is founded principally upon its manner.","USA"
"id14627","I avoided explanation and maintained a continual silence concerning the wretch I had created.","CAN"
"id14578","The man had always shivered when he read this scroll, and Carter shivered now.","GER"
"id14428","The next day's paper had these additional particulars.","USA"
"id09946","He bears it to the river, but leaves behind him the other evidences of guilt; for it is difficult, if not impossible to carry all the burthen at once, and it will be easy to return for what is left.","USA"
"id09926","And the floor of the palace is of glass, under which flow the cunningly lighted waters of the Narg, gay with gaudy fish not known beyond the bounds of lovely Cathuria.""","GER"
"id17848","""Three Four Five Six Seven Eight Nine Ten"" said the bell.","USA"
"id25806","With my aversion to this cat, however, its partiality for myself seemed to increase.","USA"
"id27837","We glow, we are consumed with eaDEness to commence the work, with the anticipation of whose glorious result our whole souls are on fire.","USA"
"id19907","MYS the autumn of this year , the spirit of emigration crept in among the few survivors, who, congregating from various parts of England, met in London.","CAN"
"id20741","'Snob' is the nom de plume of Mr. Thingum Bob, of this city, a relative of the great Mr. Thingum, after whom he is named, and otherwise connected with the most illustrious families of the State.","USA"
"id04976","She drifted towards the harbour, and was stranded on the sands at the entrance.","CAN"
"id21690","Her eyes glistened with tears when she thanked me, and the grace of her expressions was enhanced, not diminished, by the fervour, which caused her almost to falter as she spoke.","CAN"
"id09120","At times I fancied that every contour of these blasphemous fish frogs was overflowing with the ultimate quintessence of unknown and inhuman evil.","GER"
"id12810","The revenue of its possessor, which had always found a mode of expenditure congenial to his generous nature, was now attended to more parsimoniously, that it might embrace a wider portion of utility.","CAN"
"id26550","We now resolved to let off enough gas to bring our guide rope, with the buoys affixed, into the water.","USA"
"id24902","At every movement of the figure machinery is heard in motion.","USA"
"id19098","The modern masters promise very little; they know that metals cannot be transmuted and that the elixir of life is a chimera but these philosophers, whose hands seem only made to dabble in dirt, and their eyes to pore over the microscope or crucible, have indeed performed miracles.","CAN"
"id01683","She had not scorned my proposals.","USA"
"id01463","He was more than ordinarily tender hearted, and he did not like the hideous screams he had heard in the ancient house just after the hour appointed for the deed.","GER"
"id02456","The next morning it was taken from thence, without the knowledge of any of the officers.","USA"
"id11157","On the memorable occasion of which I speak I was habited in a crimson satin dress, with a sky blue Arabian mantelet.","USA"
"id09805","And then she adverted, with a blush, to the extreme recency of this date.","USA"
"id17186","""If it is any point requiring reflection,"" observed Dupin, as he forebore to enkindle the wick, ""we shall examine it to better purpose in the dark.""","USA"
"id22740","Last night I swallowed the drug and floated dreamily into the golden valley and the shadowy groves; and when I came this time to the antique wall, I saw that the small gate of bronze was ajar.","GER"
"id06696","But anything was better than this agony Anything was more tolerable than this derision I could bear those hypocritical smiles no lonDE I felt that I must scream or die and now again hark louder louder louder louder ""Villains"" I shrieked, ""dissemble no more I admit the deed tear up the planks here, here It is the beating of his hideous heart"" BY late accounts from Rotterdam, that city seems to be in a high state of philosophical excitement.","USA"
"id14494","It was there, beyond a doubt, and immediately beneath my feet; but, alas I had now ascended to so vast a distance, that nothing could with accuracy be discerned.","USA"
"id04540","Nay, Henry might stand between me and the intrusion of my foe.","CAN"
"id25285","I listened to this discourse with the extremest agony.","CAN"
"id18118","There he would meditate upon the visions that filled his mind, and there devise the forms of beauty which later became immortal in breathing marble.","GER"
"id02186","I have said that I awaked suddenly and in alarm.","GER"
"id13717","But when the moon went over to the west and the still tide ebbed from the sullen shore, I saw in that light old spires that the waves almost uncovered, and white columns gay with festoons of green seaweed.","GER"
"id23646","As we approached the brink of the pit he let go his hold upon this, and made for the ring, from which, in the agony of his terror, he endeavored to force my hands, as it was not large enough to afford us both a secure grasp.","USA"
"id02720","Who could be interested in the fate of a murderer but the hangman who would gain his fee?","CAN"
"id01386","Unwonted silence reigned in the house, the members spoke in whispers, and the ordinary business was transacted with celerity and quietness.","CAN"
"id25614","But from a certain nameless awe with which the mad assumptions of the mummer had inspired the whole party, there were found none who put forth hand to seize him; so that, unimpeded, he passed within a yard of the prince's person; and, while the vast assembly, as if with one impulse, shrank from the centres of the rooms to the walls, he made his way uninterruptedly, but with the same solemn and measured step which had distinguished him from the first, through the blue chamber to the purple through the purple to the green through the green to the orange through this again to the white and even thence to the violet, ere a decided movement had been made to arrest him.","USA"
"id01629","The place was far from any road, and in sight of no other house, yet precautions were none the less necessary; since rumours of strange lights, started by chance nocturnal roamers, would soon bring disaster on our enterprise.","GER"
"id13469","There was nothing like a ladder in the tomb, and the coffin niches on the sides and rear which Birch seldom took the trouble to use afforded no ascent to the space above the door.","GER"
"id15434","Later he insulted Mr. Burke in so intolerable a Manner, that we all took Pains to shew our Disapproval; after which Incident he came no more to our Meetings.","GER"
"id18126","Then suddenly Old Bugs ceased to wield his javelin and stopped still drawing himself up more erectly than any denizen of the place had ever seen him before.","GER"
"id25367","These streaks, at length, spreading out to a great distance, and entering into combination, took unto themselves the gyratory motion of the subsided vortices, and seemed to form the DEm of another more vast.","USA"
"id22679","The boxes were fairly even, and could be piled up like blocks; so he began to compute how he might most stably use the eight to rear a scalable platform four deep.","GER"
"id02343","that face with the red eyes an' crinkly albino hair, an' no chin, like the Whateleys . . .","GER"
"id13768","Scarcely had he disappeared in the mist before, panting after him, with open mouth and glaring eyes, there darted a huge beast.","USA"
"id10062","To day, looking upward as well as I could, through each of the side windows alternately, I beheld, to my great delight, a very small portion of the moon's disk protruding, as it were, on all sides beyond the huge circumference of the balloon.","USA"
"id23778","Will you commune less with his departed spirit, while you watch over and cultivate the rare excellence of his child?","CAN"
"id05406","Its expanse was relieved merely by three of Julien's exquisite lithographs a trois crayons, fastened to the wall without frames.","USA"
"id27698","Yet there have been many and wonderful automata.","USA"
"id10822","I must have been delirious for I even sought amusement in speculating upon the relative velocities of their several descents toward the foam below.","USA"
"id06117","I spoke at length, and perseveringly of my devotion, of my passion of her exceeding beauty, and of my own enthusiastic admiration.","USA"
"id15295","Perdita listened to me impatiently, and answered with some asperity: ""Do you think that any of your arguments are new to me? or that my own burning wishes and intense anguish have not suggested them all a thousand times, with far more eaDEness and subtlety than you can put into them?","CAN"
"id14359","The image of Clerval was forever before me, ghastly and murdered.","CAN"
"id15171","It was a divine spring, and the season contributed greatly to my convalescence.","CAN"
"id27047","""Be a little more explicit,"" I said.","USA"
"id26720","""Morella"" ""The days have never been when thou couldst love me but her whom in life thou didst abhor, in death thou shalt adore.""","USA"
"id25020","Still Perdita would expect him; he wrote a few incoherent words on a scrap of paper, testifying that he was well, and bade the woman of the house take it to the palace, and deliver it into the hands of the wife of the Lord Protector.","CAN"
"id16955","What I did succeed in doing was to overhear the nocturnal playing of the dumb old man.","GER"
"id21439","I wept for a long time untill I saw him about to revive, when horror and misery again recurred, and the tide of my sensations rolled back to their former channel: with a terror I could not restrain I sprung up and fled, with winged speed, along the paths of the wood and across the fields untill nearly dead I reached our house and just ordering the servants to seek my father at the spot I indicated, I shut myself up in my own room.","CAN"
"id26273","Organs of articulate sound did not proclaim the union of our hearts; for untoward circumstance allowed no opportunity for the expression that hovered on our lips.","CAN"
"id16533","I had several times seen him ride across the heath and felt angry that my solitude should be disturbed.","CAN"
"id13818","Woodville was free from all these evils; and if slight examples did come across him he did not notice them but passed on in his course as an angel with winged feet might glide along the earth unimpeded by all those little obstacles over which we of earthly origin stumble.","CAN"
"id16882","When I had arrived at this point and had become as well acquainted with the theory and practice of natural philosophy as depended on the lessons of any of the professors at Ingolstadt, my residence there being no lonDE conducive to my improvements, I thought of returning to my friends and my native town, when an incident happened that protracted my stay.","CAN"
"id21952","We attempted to carry him into the cabin, but as soon as he had quitted the fresh air he fainted.","CAN"
"id17973","On perceiving me, the stranDE addressed me in English, although with a foreign accent.","CAN"
"id27134","""Ninny"" said the fifth.","USA"
"id01516","""Good God He is gone But tell how this was; speak quick"" Her relation was short.","CAN"
"id18894","In this there was much that reminded me of the specious totality of old wood work which has rotted for long years in some neglected vault, with no disturbance from the breath of the external air.","USA"
"id14848","About , when Wilbur was a boy of ten whose mind, voice, stature, and bearded face gave all the impressions of maturity, a second great siege of carpentry went on at the old house.","GER"
"id00197","""Have you, then, some other attachment?"" ""None on earth.","CAN"
"id10003","Besides, I found that my understanding improved so much with every day's experience that I was unwilling to commence this undertaking until a few more months should have added to my sagacity.","CAN"
"id01902","The 'Oil of Bob' is the title of this masterpiece of eloquence and art.","USA"
"id11936","The reception of his request seems to have been varied; but he must, at the very least, have received more responses than any ordinary man could have handled without a secretary.","GER"
"id12985","It was a course of mortification to me, nevertheless, that although I made several attempts at conversation, my powers of speech were so entirely in abeyance, that I could not even open my mouth; much less, then, make reply to some ingenious but fanciful theories of which, under other circumstances, my minute acquaintance with the Hippocratian pathology would have afforded me a ready confutation.","USA"
"id21018","His third, and most difficult of realization, was the contempt of ambition.","USA"
"id10869","I see you profit by my advice, and are making the most of your time in inspecting the premises in satisfying your eyes With the memorials and the things of fame That most renown this city.","USA"
"id11702","What would we do without the Atalantic telegraph?","USA"
"id15564","He said that some person, apparently in great haste, demanded to speak with me in the hall.","USA"
"id02368","It had been an eldritch thing no wonder sensitive students shudder at the Puritan age in Massachusetts.","GER"
"id20449","He would have descended and asked the way to Ooth Nargai had not a fearsome aurora sputtered up from some remote place beyond the horizon, shewing the ruin and antiquity of the city, and the stagnation of the reedy river, and the death lying upon that land, as it had lain since King Kynaratholis came home from his conquests to find the vengeance of the gods.","GER"
"id13263","He often left Perdita, to wander in the grounds alone; or in a light shallop he floated idly on the pure waters, musing deeply.","CAN"
"id11817","The press cuttings, as I have intimated, touched on cases of panic, mania, and eccentricity during the given period.","GER"
"id13984","They glistened bloated and green in the moonbeams, and seemed to gaze up at the fount of light.","GER"
"id04596","Idris must not see him in this state.","CAN"
"id18317","The horse then galopped swiftly across the heath and the stranDE remained on the ground stunned by his fall.","CAN"
"id08927","The change of scene operated to a great degree as I expected; after a year's absence, Perdita returned in gentler and more docile mood to Windsor.","CAN"
"id02047","A friend holds one of the diddler's promises to pay, filled up and signed in due form, upon the ordinary blanks printed in red ink.","USA"
"id17401","Here aloft, the companions of the swift winged birds, we skim through the unresisting element, fleetly and fearlessly.","CAN"
"id07637","My immediate actions were peculiar for such a situation, but it is only in tales that a man does the dramatic and foreseen thing.","GER"
"id27222","Aye, I might die my soul with falsehood untill I had quite hid its native colour.","CAN"
"id07536","Here the dense growth of weeds and briers hindered me and cruelly tore my clothes, but I was none the less glad that they were there to give me concealment in case of peril.","GER"
"id19782","There was talk of a complaint to the Society for the Prevention of Cruelty to Animals; but nothing ever came of it, since Dunwich folk are never anxious to call the outside world's attention to themselves.","GER"
"id02010","how can you?"" interrupted the object of my animadversions, gasping for breath, and tearing off, with a desperate exertion, the bandage around its jaws ""how can you, Mr. Lackobreath, be so infernally cruel as to pinch me in that manner by the nose?","USA"
"id22632","Presently I heard the sound of footsteps along the passage; the door opened, and the wretch whom I dreaded appeared.","CAN"
"id00555","Here my friend opened his eyes to some extent.","USA"
"id20534","The spot where we discovered the scarabaeus was on the coast of the main land, about a mile eastward of the island, and but a short distance above high water mark.","USA"
"id23472","We chose our house with the greatest care, seizing at last on a rather run down cottage near the end of Pond Street; five numbers from the closest neighbour, and separated from the local potter's field by only a stretch of meadow land, bisected by a narrow neck of the rather dense forest which lies to the north.","GER"
"id04416","But then we had been so imprudent as to broach the subject ourselves.","USA"
"id23263","They were formed for one another and they soon loved.","CAN"
"id15975","Of Mademoiselle Salle it has been well said, ""Que tous ses pas etaient des sentiments,"" and of Berenice I more seriously believed que toutes ses dents etaient des idees.","USA"
"id04326","I now visited the accursed place with increased frequency; studying the unwholesome vegetation of the garden, examining all the walls of the building, and poring over every inch of the earthen cellar floor.","GER"
"id22772","""It is not my present design,"" he said, ""to dwell upon the first and second of those extracts.","USA"
"id11932","The physical suffering I underwent contributed also to render me nearly incapable of making any exertion for the preservation of my life.","USA"
"id19056","The error here involved a gross error redolent of mischief I cannot pretend to expose within the limits assigned me at present; and with the philosophical it needs no exposure.","USA"
"id23839","A furious delirium possessed all men; and, with arms rigidly outstretched towards the threatening heavens, they trembled and shrieked aloud.","USA"
"id05225","I speak of this point chiefly for the sake of method; for the strength of Madame L'Espanaye would have been utterly unequal to the task of thrusting her daughter's corpse up the chimney as it was found; and the nature of the wounds upon her own person entirely preclude the idea of self destruction.","USA"
"id27457","Though the northward pull had not diminished, he resisted it as he had resisted the other pull, and finally found that he could almost balance the one against the other.","GER"
"id20248","But, of course, the chances are five or six to one, that the finder will repair to the address given by the diddler, rather than to that pointed out by the rightful proprietor.","USA"
"id17092","I was not angry on my own account, but I felt as if the praises which this idol received were leaves torn from laurels destined for Adrian.","CAN"
"id09542","Could we domesticate a cub of this wild beast, and not fear its growth and maturity?","CAN"
"id11231","Yet could no act be performed to check the impending cataclysm; for the swart, sinister men were old in cunning.","GER"
"id11750","Are you to be happy while I grovel in the intensity of my wretchedness?","CAN"
"id16522","""Bless me it is an ape"" True a baboon; but by no means the less a deity.","USA"
"id12550","So far from it, I still lay nearly level with the plane of the horizon; for the change of situation which I had acquired, had forced the bottom of the car considerably outwards from my position, which was accordingly one of the most imminent and deadly peril.","USA"
"id15923","Pascal, a philosopher whom we both love, has said, how truly ""que tout notre raisonnement se rèduit à céder au sentiment;"" and it is not impossible that the sentiment of the natural, had time permitted it, would have regained its old ascendancy over the harsh mathematical reason of the schools.","USA"
"id08425","With his arms folded, and with one bandaged leg deposited upon the table, he seemed to think himself entitled to some consideration.","USA"
"id22098","Yet when I effected my purpose, all I could discern within the precincts of the massive walls was a city of fire: the open way through which Raymond had ridden was enveloped in smoke and flame.","CAN"
"id06721","He did not raise his, but after a short silence he replied to me in a low voice: ""You are indeed presumptuous, Mathilda, presumptuous and very rash.","CAN"
"id00135","Assuredly he had not conned his lesson; and at first he hesitated, pausing in his ideas, and in the choice of his expressions.","CAN"
"id27550","This I did by removing a small portion of the shifting boards, in such a manner as to afford me a convenient retreat between the huge timbers of the ship.","USA"
"id00272","In the south, the disease, virulent and immedicable, had nearly annihilated the race of man; storm and inundation, poisonous winds and blights, filled up the measure of suffering.","CAN"
"id03540","Surely, I had little enough chance of rescue.","GER"
"id11399","Calm, lasting beauty comes only in dream, and this solace the world had thrown away when in its worship of the real it threw away the secrets of childhood and innocence.","GER"
"id25369","From what he related, it was clear that he must have been conscious of life for more than an hour, while inhumed, before lapsing into insensibility.","USA"
"id12054","A suggestion to this effect is usually rejected by the intellect at once.","USA"
"id03292","The heart had ceased to beat.","USA"
"id03461","At the battle of Makri he had led the charge of cavalry, and pursued the fugitives even to the banks of the Hebrus.","CAN"
"id24537","The next day all the countryside was in a panic; and cowed, uncommunicative groups came and went where the fiendish thing had occurred.","GER"
"id23657","That since he is The Most Happy must be still the one thing unknown even to Him.","USA"
"id04210","Jermyn could form no conjecture, but by close questioning obtained a very picturesque legend of the stuffed goddess.","GER"
"id17475","I had drilled myself in preparation for the crucial moment, and blind training saved me.","GER"
"id13379","This, he said, was to neutralise the compound and release the system to a normal relaxation so that the reanimating solution might freely work when injected.","GER"
"id00981","Fastening one end of this at that point of the trunk, of the tree which was nearest the peg, he unrolled it till it reached the peg, and thence farther unrolled it, in the direction already established by the two points of the tree and the peg, for the distance of fifty feet Jupiter clearing away the brambles with the scythe.","USA"
"id10345","He had protested then, when they had found him, waked him, and carried him home, for just as he was aroused he had been about to sail in a golden galley for those alluring regions where the sea meets the sky.","GER"
"id04288","I believe I did ridiculous things such as offering prayers to Artemis, Latona, Demeter, Persephone, and Plouton.","GER"
"id26566","They insisted that this was Kingsport, and I could not deny it.","GER"
"id03214","But it was not so, I was yet young, Oh far too young, nor was he dead to others; but I, most miserable, must never see or speak to him again.","CAN"
"id10815","I had wandered towards Bracknel, far to the west of Windsor.","CAN"
"id02524","We saw it not as an astronomical phenomenon in the heavens, but as an incubus upon our hearts, and a shadow upon our brains.","USA"
"id21232","Frequently, too, pausing in the middle of a sentence whose commencement he had apparently forgotten, he seemed to be listening in the deepest attention, as if either in momentary expectation of a visiter, or to sounds which must have had existence in his imagination alone.","USA"
"id00314","The newcomer was a thin, dark man of medium height attired in the clerical garb of the Anglican church.","GER"
"id19305","""You zee,"" said he, ""it iz te bess vor zit still; and now you shall know who I pe.","USA"
"id17020","And to our chamber there was no entrance save by a lofty door of brass: and the door was fashioned by the artisan Corinnos, and, being of rare workmanship, was fastened from within.","USA"
"id14280","And there is an indistinct murmur which cometh out from among them like the rushing of subterrene water.","USA"
"id25641","This effect is brought about by decomposition, or otherwise.","USA"
"id05943","But, Heaven bless me what is the matter?","USA"
"id10147","Whenever I sat, it would crouch beneath my chair, or spring upon my knees, covering me with its loathsome caresses.","USA"
"id17343","He said this in his most gay, yet benevolent manner, and smiled, not disdainfully, but in playful mockery of himself.","CAN"
"id14661","He had introduced himself to Adrian, by a request he made to observe some planetary motions from his glass.","CAN"
"id21241","I had visited it frequently during my boyhood.","CAN"
"id27854","This is the usual effect of such coincidences.","USA"
"id11483","Saying this, he suddenly quitted me, fearful, perhaps, of any change in my sentiments.","CAN"
"id26409","""The nitre"" I said: ""see, it increases.","USA"
"id22257","There was so much intelligence combined with innocence, sensibility with forbearance, and seriousness with perfect good humour, a beauty so transcendant, united to such endearing simplicity, that she hung like a pearl in the shrine of our possessions, a treasure of wonder and excellence.","CAN"
"id20323","The smell of the sea took on ominous implications, and the silent driver's bent, rigid back and narrow head became more and more hateful.","GER"
"id00098","England, late birth place of excellence and school of the wise, thy children are gone, thy glory faded Thou, England, wert the triumph of man Small favour was shewn thee by thy Creator, thou Isle of the North; a ragged canvas naturally, painted by man with alien colours; but the hues he gave are faded, never more to be renewed.","CAN"
"id12346","One only return did he owe me, even fidelity.","CAN"
"id04162","Still his mother did not despair.","CAN"
"id04144","In the meantime, we had been swept astern of the ship, and being quite out of her lee, were at the mercy of the tremendous sea which was still running.","USA"
"id02807","Fool that I was to plunge with such unsanctioned phrensy into mysteries no man was meant to penetrate; fool or god that he was my only friend, who led me and went before me, and who in the end passed into terrors which may yet be mine.","GER"
"id14364","This was not universal.","CAN"
"id04016","Young Wilcox's rejoinder, which impressed my uncle enough to make him recall and record it verbatim, was of a fantastically poetic cast which must have typified his whole conversation, and which I have since found highly characteristic of him.","GER"
"id18791","Perhaps the eye of a scrutinizing observer might have discovered a barely perceptible fissure, which, extending from the roof of the building in front, made its way down the wall in a zigzag direction, until it became lost in the sullen waters of the tarn.","USA"
"id20263","It is no lonDE philosophical to base, upon what has been, a vision of what is to be.","USA"
"id02002","As my grand uncle's heir and executor, for he died a childless widower, I was expected to go over his papers with some thoroughness; and for that purpose moved his entire set of files and boxes to my quarters in Boston.","GER"
"id24697","The shutter was kicked open again by the Ourang Outang as it entered the room.","USA"
"id26452","Then came the shift as vast converging planes of a slippery looking substance loomed above and below him a shift which ended in a flash of delirium and a blaze of unknown, alien light in which yellow, carmine, and indigo were madly and inextricably blended.","GER"
"id12782","The spirit of superstition had birth, from the wreck of our hopes, and antics wild and danDEous were played on the great theatre, while the remaining particle of futurity dwindled into a point in the eyes of the prognosticators.","CAN"
"id06802","The first and most obvious inference is, that so strong a light is requisite to enable the man within to see through the transparent material probably fine gauze of which the breast of the Turk is composed.","USA"
"id00164","Sewers came, but they passed by it.","GER"
"id18403","All egress from my chamber, except through a window, was cut off.","USA"
"id01295","Let us place the first move in a game of chess, in juxta position with the data of an algebraical question, and their great difference will be immediately perceived.","USA"
"id11864","The true wretchedness, indeed the ultimate woe is particular, not diffuse.","USA"
"id11695","But in that bitter tirade upon Chantilly, which appeared in yesterday's 'Musée,' the satirist, making some disgraceful allusions to the cobbler's change of name upon assuming the buskin, quoted a Latin line about which we have often conversed.","USA"
"id00645","Something very like fright had come over all the explorers before anything more definite than rock and ooze and weed was seen.","GER"
"id12963","""To be sure,"" said I, ""to be sure They behave a little odd, eh? they are a little queer, eh? don't you think so?"" ""Odd queer why, do you really think so?","USA"
"id00120","Cast by that ruffian, Gruff, who made me a present of five dollars.","USA"
"id13420","A cry rose from the crowd, and Dr. Armitage shouted to the men outside that no one must be admitted till the police or medical examiner came.","GER"
"id04932","I must not be trifled with, and I demand an answer.","CAN"
"id08653","In our happiest days, Perdita had adorned her cottage with every aid art might bring, to that which nature had selected to favour.","CAN"
"id09838","""Justine, you may remember, was a great favourite of yours; and I recollect you once remarked that if you were in an ill humour, one glance from Justine could dissipate it, for the same reason that Ariosto gives concerning the beauty of Angelica she looked so frank hearted and happy.","CAN"
"id23907","We still had some attendants spared by disease, and warmly attached to us.","CAN"
"id12305","I saw vessels near the shore and found myself suddenly transported back to the neighbourhood of civilized man.","CAN"
"id23627","The forest glades, the ferny dells, and lawny uplands, the cultivated and cheerful country spread around the silver pathway of ancient Thames, all earth, air, and wave, took up one choral voice, inspired by memory, instinct with plaintive regret.","CAN"
"id14974","But now, as soon as the horses arrived, I hurried into a cabriolet, and bade farewell to my friend.","CAN"
"id07887","And as I watched the ripples that told of the writhing of worms beneath, I felt a new chill from afar out whither the condor had flown, as if my flesh had caught a horror before my eyes had seen it.","GER"
"id18579","I dashed the spectacles violently to the ground, and, lUSing to my feet, stood erect in the middle of the floor, confronting Mrs. Simpson, with my arms set a kimbo, and grinning and foaming, but, at the same time, utterly speechless with terror and with rage.","USA"
"id25381","As he walked toward the bus I observed his peculiarly shambling gait and saw that his feet were inordinately immense.","GER"
"id16027","But this discovery was so great and overwhelming that all the steps by which I had been progressively led to it were obliterated, and I beheld only the result.","CAN"
"id04959","The sexton departed, and I was left alone.","USA"
"id12116","Yet only under such circumstances is it possible to imagine that he would have failed, if alive, in the denouncement of the assassins.","USA"
"id06978","William Harris, at last thoroughly convinced of the radically unhealthful nature of his abode, now took steps toward quitting it and closing it forever.","GER"
"id04791","The moon I gazed with a kind of wonder.","CAN"
"id05941","""Is there no way, then, sir,"" she murmurs, ""in which I may be permitted to testify my gratitude?""","USA"
"id27447","It wearied Carter to see how solemnly people tried to make earthly reality out of old myths which every step of their boasted science confuted, and this misplaced seriousness killed the attachment he might have kept for the ancient creeds had they been content to offer the sonorous rites and emotional outlets in their true guise of ethereal fantasy.","GER"
"id03742","On the th of December of that year, my companion and I crossed the Bay, to visit the antiquities which are scattered on the shores of Baiae.","CAN"
"id03238","I cannot express the wild, breathless suspense with which we waited for results on this first really fresh specimen the first we could reasonably expect to open its lips in rational speech, perhaps to tell of what it had seen beyond the unfathomable abyss.","GER"
"id04864","He sometimes dreamed better when awake, and he wanted to use that key.","GER"
"id14187","It was, in fact, nothing more or less than an abundant supply of freshly killed men in every stage of dismemberment.","GER"
"id00109","The natural clinging of the human mind to life and joy was in its full energy in her young heart; she gave herself impetuously up to the enchantment: they were married; and in their radiant features I saw incarnate, for the last time, the spirit of love, of rapturous sympathy, which once had been the life of the world.","CAN"
"id06616","Evadne was two years older than Adrian; and who, at eighteen, ever loved one so much their junior?","CAN"
"id25609","Toward morning I must have dropped asleep with the lights on, for I awoke in darkness yesterday afternoon to find the batteries dead.","GER"
"id00888","The depth in the centre of the Moskoe ström must be immeasurably greater; and no better proof of this fact is necessary than can be obtained from even the sidelong glance into the abyss of the whirl which may be had from the highest crag of Helseggen.","USA"
"id18482","Poor girl She wept when she quitted our house; she was much altered since the death of my aunt; grief had given softness and a winning mildness to her manners, which had before been remarkable for vivacity.","CAN"
"id27666","In the course of our discussion, my young friend took occasion to quote some passages from a writer who has been supposed to have well treated this theme.","USA"
"id26520","But though men talked of great changes, The Street felt them not; for its folk were still the same, speaking of the old familiar things in the old familiar accents.","GER"
"id14608","""The balloon is composed of silk, varnished with the liquid gum caoutchouc.","USA"
"id00796","For out of an opened door in the Gilman House a large crowd of doubtful shapes was pouring lanterns bobbing in the darkness, and horrible croaking voices exchanging low cries in what was certainly not English.","GER"
"id01615","Pardon, Agathos, the weakness of a spirit new fledged with immortality AGATHOS.","USA"
"id06576","They went to the river to break the ice, and draw water: they assembled on foraging expeditions, or axe in hand felled the trees for fuel.","CAN"
"id26197","On the green and flowery mountains of Cathuria stand temples of pink marble, rich with carven and painted glories, and having in their courtyards cool fountains of silver, where purl with ravishing music the scented waters that come from the grotto born river Narg.","GER"
"id11891","All I can say is, that it is so.","CAN"
"id27847","Every now and then one might catch a glimpse of the scoundrel through the smoke.","USA"
"id23668","Now, in my case, the versed sine that is to say, the thickness of the segment beneath me was about equal to my elevation, or the elevation of the point of sight above the surface.","USA"
"id03906","I had, I felt, been halted by a barrier which my friend and leader had successfully passed.","GER"
"id22669","Among a race of independent, and generous, and well educated men, in a country where the imagination is empress of men's minds, there needs be no fear that we should want a perpetual succession of the high born and lordly.","CAN"
"id23923","I renounced it to gain no matter what for that also I have lost.","CAN"
"id18330","Nothing to be seen though nothing to be done but flirt, feast and dance in the magnificent saloons.","USA"
"id17816","I said something about the ""peculiar shape of that box ,"" and, as I spoke the words, I smiled knowingly, winked, and touched him gently with my forefinDE in the ribs.","USA"
"id24640","It could not be denied that our atmosphere was radically affected; the conformation of this atmosphere and the possible modifications to which it might be subjected, were now the topics of discussion.","USA"
"id22813","The visiter left the city in the early morning.","USA"
"id02937","In the meantime the young gentlemen, one and all, are somewhat less piously inclined than before, while the landlady purchases a shilling's worth of the Indian rubber, and very carefully obliterates the pencil memorandum that some fool has made in her great family Bible, on the broad margin of the Proverbs of Solomon.","USA"
"id14871","The words of his letter by which he had dissuaded me from this step were those that determined me.","CAN"
"id16070","After the beams came clouds, and then I slept.","GER"
"id07746","The villaDEs of Hatheg say it is ill to climb Hatheg Kla at any time, and deadly to climb it by night when pale vapours hide the summit and the moon; but Barzai heeded them not when he came from neighbouring Ulthar with the young priest Atal, who was his disciple.","GER"
"id01237","""William is dead that sweet child, whose smiles delighted and warmed my heart, who was so gentle, yet so gay Victor, he is murdered ""I will not attempt to console you; but will simply relate the circumstances of the transaction.","CAN"
"id03738","""You have, of course, an accurate description of the letter?""","USA"
"id16204","Apparently the horror had descended by a route much the same as that of its ascent.","GER"
"id26015","Wyatt's two sisters I knew very well, and most amiable and clever girls they were.","USA"
"id25036","The gentle manners and beauty of the cottaDEs greatly endeared them to me; when they were unhappy, I felt depressed; when they rejoiced, I sympathized in their joys.","CAN"
"id16387","But there are some points in the Hungarian superstition which were fast verging to absurdity.","USA"
"id25605","Relieved of my seizure in a marvellously short while, I left the shivery place a disciple and devotee of the gifted recluse.","GER"
"id20028","But in death only, was I fully impressed with the strength of her affection.","USA"
"id23918","By long suffering my nerves had been unstrung, until I trembled at the sound of my own voice, and had become in every respect a fitting subject for the species of torture which awaited me.","USA"
"id12125","Its banks, of the emerald grass already described, rounded, rather than sloped, off into the clear heaven below; and so clear was this heaven, so perfectly, at times, did it reflect all objects above it, that where the true bank ended and where the mimic one commenced, it was a point of no little difficulty to determine.","USA"
"id24410","Only an effort halted him at a cafeteria in Church Street, and after the meal he felt the unknown pull still more strongly.","GER"
"id07327","Here upon earth, at least, philosophy, I am persuaded, will always in vain call upon us to look upon qualities as things.","USA"
